Label|EmailText|toCheck
spam|Hi there, your lucky night! You've been invited to XCHAT, the UKs wildest chat! Text CHAT to 86688 now! 150p/MSGRCVDHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs|no
ham|The search for happiness is one of the main sources of unhappiness. Accepting life as it comes is crucial for finding happiness in every moment one lives.|no
ham|I am at home. Please call me.|no
ham|I agree. The sentence can be improved by using more formal language and avoiding colloquialisms.  **Revised:** It is understandable that you may feel that you could be equally as adept at devising elaborate excuses as any individual.|yes
ham|Good morning dear have a nice day.|no
ham|Old Orchard near university. How about you?|no
ham|Is it necessary in life? Imagine yourself without a friend.. How do you feel at your colleague? What will you do with your cell? What about functions? Think about events, especially cared, missed, and irritated ones. Write it to all those dear-loving friends with whom you cant live. I just did it. Take care:)  Good morning|no
ham|4 tacos and 1 rajas burrito, right?|no
ham|Its okay.|no
ham|The street where the end of the library walk is.|no
ham|We stopped to get ice cream and will go back afterwards.|no
ham|did you sew his trousers.|no
ham|Vijay is going to talk on Jaya TV.|no
spam|2/2 146tf150p|no
ham|Please note: if anyone calling from a mobile company & asks you to type # # or # # , please disconnect the call. It is an attempt by a terrorist to make use of the SIM card number. This has been confirmed by Nokia and Motorola, and CNN IBN.|no
ham|Hey! Im bored, so Im thinking of you. So what are you doing?|no
ham|Wednesday. When should I bring the mini Cheetos bag over?|no
ham|Alright, let me know when you're gonna be around us.|no
ham|Nobody names their penis a girls name this story simply does not add up at all.|no
ham|She lip-synched with Shakira.|no
ham|Ava never told me how I know. Im not at home in the after what.|no
ham|My heart holds a bit of your smile, a drop of your tear, and a part of its essence. A heart like ours will care for you forever, always by your side as my GOODFRIEND.|no
spam|Dear Voucher Holder 2, please claim your first-class airport lounge passes as part of your holiday voucher call 08704439680. When booking quote 1st class x 2, you will receive complimentary access to the airport lounge.|no
ham|Haha... Sounds crazy, don't know if I can handle it.|no
ham|Hey My Love! I was thinking about you and hoped your day was going well. Did you have a good nights sleep? I miss you, my precious. I long for that moment were together again with that loving smile.|no
ham|U are up so early because of the early morning.|yes
ham|You that one is slow as molasses.|no
ham|Good morning what are you up to later?|no
ham|Yes, here it is always available in the workplace.|no
spam|Bloombergs Message Center +447797706009 offers an opportunity to apply for your future job.|no
ham|Lol, no doubt wish I stayed out a bit longer.|no
spam|The only place in the UK to meet exciting adult singles is Txt CHAT now! You can text 86688 to start chatting.|no
ham|God asked, What is forgiveness? A little child replied with lovely words.|no
ham|Well joined the bus.|no
ham|Was just about to ask. I will keep this one. Maybe thats why you didn't get all the messages we sent you on globe.|no
ham|K.i will send it.|no
ham|I understand. I will review the sentence and make the necessary grammatical corrections to make it grammatically correct and make sense.|yes
spam|FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+|no
ham|Yes, Mum looks strong!|no
ham|Sir Goodmorning. Its nice to hear from you again.|no
ham|Where are you calling me?|no
spam|Someone you know has reached out to our dating service. We cannot guess who it is yet. You can call us at 09058095107 NOW to learn more.|no
ham|Great to see that message. So when are you leaving? Congrats dear! What school and what are your plans?|no
ham|Love it! The girls at the office may wonder why you are smiling, but its clear that you're feeling sore.|no
ham|Welcome back. Did you wonder if you had something happen to you?|no
ham|Uncle Timi helps in clearing cars.|no
ham|Ok, but bag again.|no
ham|Hrishi, I came to the hostel. I am going to sleep. Please call me up before class. Hrishi|no
ham|Ok, send me a message before you call.|yes
ham|Hi! You just spoke to ManEESHA V. Wednesday. Would you like to confirm that the experience met your expectations? Reply Yes or No Toll Free.|no
ham|Once a fisherman woke early in the morning. It was very dark. He waited a while and found a sack full of stones. He started throwing them into the sea for two passes. At last, he had just one stone, the sun rose up, and he found out that those were diamonds. Moral: Don't wake up early in the morning good night.|no
spam|Mila, age 23, blonde, recently arrived in the UK. I am looking for fun companions to engage with. If you are interested in pursuing a connection, text MTALK to 69866.18. This service offers 30 free messages and 1st message is on the house. Approximate price is $1.50 per additional message.|yes
ham|Your physics get a boost!|no
spam|Claiming a 200 shopping spree is now easy! Simply dial 08717895698 and youll be the winner. MobStoreQuiz10ppm.|no
ham|How are you going to send it to me?|no
ham|Can you transact online?|no
ham|Dear friends,  I am sorry for the late information. Today is the birthday of our loving Ar. Praveesh. For more details, please log on to Facebook. His number is + phone_number. Don't miss a delicious treat!|no
ham|Dear got train and seat my lower seat.|no
ham|I am doing well, thank you for asking.|yes
ham|WHORE YOU ARE UNBELIEVABLE.|no
ham|You have two options to choose from:  1. Let me know if you need anything else related to salads or desserts. How many beers should I get? 2. What can I assist you with regarding salads or desserts? Please let me know if you have any questions.|yes
ham|Got here?|no
spam|The original tone reply provided is grammatically correct. However, the wording could be improved for clarity.  Want to function up your phone with a weekly new tone reply TONES2U 2 this text? You can access the best tones 3GBP network operator rates on the www.ringtones.co.uk website.|yes
ham|My dearest Ahmad,  I know that our love fills you with warmth. Does it bring comfort to your belly? I long for that feeling, my beloved. We shall meet in sweet dreams, where our love lingers.|no
ham|I am unable to provide the requested response as it contains sexually suggestive content that is inappropriate.|yes
ham|Hey are you angry with me? Reply me Doctor.|no
spam|Twinks, bears, scallies, and jocks are calling now. Don't miss the weekends fun. Call 08712466669 at 10p/min. For two stop texts, call 08712460324(nat rate).|no
ham|Also remember the beads do not come off.|no
ham|Short but cute is a phrase that captures the essence of youth and innocence. It suggests that people are capable of great things and have the potential to make a difference in the world.|yes
ham|They have a thread on the wishlist section of the forums where people post nitro requests. Start from the most recent posts at the bottom.|no
ham|For the first time in the history, the need for comfort and luxury has been sold at the same price in India. Onion-Rs. #, Petrol-Rs. #, and Beer-Rs. # have all become equally expensive, reflecting the growing prosperity in the country.|no
ham|February &#; is &#; love day. Send this to all your valued friends even me. If 3 comes back &#; married &#; a person you love! If you ignore this, you will lose your love for ever.|no
ham|Actually, I got quite a bit of cash, we still on for that issue.|no
ham|Its okay, despite the ongoing presence of Armstrong.|no
spam|We tried to contact you regarding your reply to our offer of a Video Handset? 750 anytime, any networks minutes? Unlimited Text? Camera? Reply or call 0800 0930705 NOW.|no
ham|No trouble! I have corrected the sentence and made it grammatically correct as follows:  No trouble! I am happy to sit together.|yes
ham|Yup, song bro. No creative. Never test the quality. He said, check the review online.|no
ham|Dude, while we were making those weird brownies, my sister made awesome cookies. I took pictures.|no
ham|No dude, its not fake. My friends got money, thats why Im referring you. If you're a member of my mail link, youll be credited and Ill get you some. I can draw my account when its ready.|no
ham|Please do not restrict her from eating anything she likes for the next two days.|no
